2.947 320 1460.25 64.20 255
3.307 320 1460.25 64.20 255
3.674 320 1460.25 64.20 255
4.045 320 1460.25 64.20 255
4.404 320 1460.25 64.20 255
4.78 320 1460.25 64.20 255
5.152 320 1460.25 64.20 255
5.515 320 1460.25 64.20 255
5.516 :pwm0
5.882 320 1460.25 64.20 0
6.249 320 1460.25 64.20 0
6.608 320 1460.25 64.20 0
0.0 320 1460.25 64.20 0
0.368 320 1460.25 64.20 0
0.736 320 1460.25 64.20 0
1.096 320 1460.25 64.20 0
1.468 320 1460.25 64.20 0
1.83 320 1460.25 64.20 0
2.199 320 1460.25 64.20 0
2.564 320 1460.25 64.20 0
2.929 320 1460.25 64.20 0
3.288 320 1460.25 64.20 0
3.658 320 1460.25 64.20 0
4.018 320 1460.25 64.20 0
4.388 320 1460.25 64.20 0
4.751 320 1460.25 64.20 0
5.128 319 1453.63 64.33 0
5.488 320 1460.25 64.20 0
5.845 320 1460.25 64.20 0
6.215 320 1460.25 64.20 0
6.583 320 1460.25 64.20 0
6.943 320 1460.25 64.20 0
7.312 320 1460.25 64.20 0
7.683 321 1466.89 64.08 0
8.037 320 1460.25 64.20 0
8.407 321 1466.89 64.08 0
8.768 320 1460.25 64.20 0
9.139 321 1466.89 64.08 0
9.498 321 1466.89 64.08 0
9.873 321 1466.89 64.08 0
10.23 321 1466.89 64.08 0
10.608 321 1466.89 64.08 0
10.963 321 1466.89 64.08 0
11.333 321 1466.89 64.08 0
11.71 321 1466.89 64.08 0
12.064 321 1466.89 64.08 0
12.43 321 1466.89 64.08 0
12.788 322 1473.55 63.96 0
13.154 322 1473.55 63.96 0
13.519 322 1473.55 63.96 0
13.889 322 1473.55 63.96 0
14.254 321 1466.89 64.08 0
14.622 322 1473.55 63.96 0
14.983 322 1473.55 63.96 0
15.353 322 1473.55 63.96 0
15.711 322 1473.55 63.96 0
16.101 322 1473.55 63.96 0
16.449 322 1473.55 63.96 0
16.81 322 1473.55 63.96 0
17.175 323 1480.22 63.84 0
17.543 322 1473.55 63.96 0
17.904 323 1480.22 63.84 0
18.273 323 1480.22 63.84 0
18.643 322 1473.55 63.96 0
19.008 323 1480.22 63.84 0
19.369 323 1480.22 63.84 0
19.735 323 1480.22 63.84 0
20.103 323 1480.22 63.84 0
20.462 323 1480.22 63.84 0
20.837 323 1480.22 63.84 0
21.197 323 1480.22 63.84 0
21.567 323 1480.22 63.84 0
21.941 324 1486.92 63.72 0
22.297 323 1480.22 63.84 0
22.657 324 1486.92 63.72 0
23.025 324 1486.92 63.72 0
23.395 324 1486.92 63.72 0
23.755 324 1486.92 63.72 0
24.119 324 1486.92 63.72 0
24.489 324 1486.92 63.72 0
24.863 324 1486.92 63.72 0
25.223 324 1486.92 63.72 0
25.583 324 1486.92 63.72 0
25.949 324 1486.92 63.72 0
26.319 324 1486.92 63.72 0
26.679 324 1486.92 63.72 0
27.051 324 1486.92 63.72 0
27.411 325 1493.63 63.59 0
27.782 324 1486.92 63.72 0
28.146 324 1486.92 63.72 0
28.506 325 1493.63 63.59 0
28.872 325 1493.63 63.59 0
29.239 325 1493.63 63.59 0
29.605 324 1486.92 63.72 0
29.973 325 1493.63 63.59 0
30.341 325 1493.63 63.59 0
30.706 325 1493.63 63.59 0
31.074 325 1493.63 63.59 0
31.434 325 1493.63 63.59 0
31.804 326 1500.36 63.47 0
32.167 326 1500.36 63.47 0
32.541 326 1500.36 63.47 0
32.896 326 1500.36 63.47 0
33.266 326 1500.36 63.47 0
33.626 326 1500.36 63.47 0
33.998 326 1500.36 63.47 0
34.355 327 1507.12 63.35 0
34.725 326 1500.36 63.47 0
35.093 326 1500.36 63.47 0
35.453 326 1500.36 63.47 0
35.823 326 1500.36 63.47 0
36.187 326 1500.36 63.47 0
36.557 326 1500.36 63.47 0
36.917 326 1500.36 63.47 0
37.287 327 1507.12 63.35 0
37.647 327 1507.12 63.35 0
38.017 327 1507.12 63.35 0
38.385 327 1507.12 63.35 0
38.745 327 1507.12 63.35 0
39.108 327 1507.12 63.35 0
39.48 327 1507.12 63.35 0
39.84 327 1507.12 63.35 0
40.212 327 1507.12 63.35 0
40.579 328 1513.89 63.23 0
40.939 328 1513.89 63.23 0
41.307 328 1513.89 63.23 0
41.677 328 1513.89 63.23 0
42.037 328 1513.89 63.23 0
42.401 328 1513.89 63.23 0
42.771 328 1513.89 63.23 0
43.135 328 1513.89 63.23 0
43.496 328 1513.89 63.23 0
43.876 328 1513.89 63.23 0
44.228 328 1513.89 63.23 0
44.598 329 1520.68 63.11 0
44.962 328 1513.89 63.23 0
45.332 328 1513.89 63.23 0
45.696 328 1513.89 63.23 0
46.058 328 1513.89 63.23 0
46.427 329 1520.68 63.11 0
46.787 329 1520.68 63.11 0
47.155 328 1513.89 63.23 0
47.521 329 1520.68 63.11 0
47.89 329 1520.68 63.11 0
48.255 329 1520.68 63.11 0
48.615 329 1520.68 63.11 0
48.985 329 1520.68 63.11 0
49.349 329 1520.68 63.11 0
49.709 330 1527.49 62.99 0
50.079 330 1527.49 62.99 0
50.443 330 1527.49 62.99 0
50.813 330 1527.49 62.99 0
51.179 330 1527.49 62.99 0
51.547 330 1527.49 62.99 0
51.909 330 1527.49 62.99 0
52.273 330 1527.49 62.99 0
52.642 330 1527.49 62.99 0
53.002 330 1527.49 62.99 0
53.366 330 1527.49 62.99 0
53.736 330 1527.49 62.99 0
54.106 330 1527.49 62.99 0
54.47 330 1527.49 62.99 0
54.83 330 1527.49 62.99 0
55.2 331 1534.32 62.87 0
55.561 331 1534.32 62.87 0
55.931 330 1527.49 62.99 0
56.298 331 1534.32 62.87 0
56.658 331 1534.32 62.87 0
57.027 331 1534.32 62.87 0
57.392 331 1534.32 62.87 0
57.752 331 1534.32 62.87 0
58.126 331 1534.32 62.87 0
58.488 331 1534.32 62.87 0
58.857 331 1534.32 62.87 0
59.216 332 1541.17 62.75 0
59.58 332 1541.17 62.75 0
59.95 332 1541.17 62.75 0
60.316 332 1541.17 62.75 0
60.68 332 1541.17 62.75 0
61.05 332 1541.17 62.75 0
61.408 332 1541.17 62.75 0
61.778 332 1541.17 62.75 0
62.144 332 1541.17 62.75 0
62.512 332 1541.17 62.75 0
62.872 332 1541.17 62.75 0
63.242 332 1541.17 62.75 0
63.606 332 1541.17 62.75 0
63.976 332 1541.17 62.75 0
64.336 332 1541.17 62.75 0
64.698 333 1548.04 62.64 0
65.072 332 1541.17 62.75 0
65.434 333 1548.04 62.64 0
65.798 333 1548.04 62.64 0
66.161 333 1548.04 62.64 0
66.528 333 1548.04 62.64 0
66.898 333 1548.04 62.64 0
67.258 333 1548.04 62.64 0
67.622 333 1548.04 62.64 0
